Date,Open,High,Low,Close,Adj Close,Volume
2021-12-01,332.190002,332.890015,313.799988,314.350006,313.917084,48436800
2021-12-02,312.140015,324.779999,310.250000,321.260010,320.817535,47289000
2021-12-03,320.000000,321.290009,301.299988,306.929993,306.507263,54432500
2021-12-06,298.799988,302.410004,280.380005,300.369995,299.956299,65893800
2021-12-07,309.570007,324.489990,306.510010,324.269989,323.823395,59305300
2021-12-08,319.989990,322.899994,314.209991,318.260010,317.821655,47555100
2021-12-09,317.339996,322.049988,304.279999,304.899994,304.480011,48850700
2021-12-10,311.500000,313.049988,298.609985,301.980011,301.564087,48882500
2021-12-13,302.489990,302.940002,281.160004,281.609985,281.222107,59834400
2021-12-14,276.989990,286.779999,272.500000,283.369995,282.979675,66703500
2021-12-15,284.000000,305.000000,278.380005,304.589996,304.170502,69829700
2021-12-16,311.519989,311.600006,280.929993,283.869995,283.479034,70736600
2021-12-17,279.850006,289.220001,277.600006,278.010010,277.627075,71375800
2021-12-20,273.049988,281.440002,271.450012,277.190002,276.808228,46184700
2021-12-21,283.739990,291.200012,274.010010,290.750000,290.349548,52438500
2021-12-22,288.910004,295.549988,284.489990,294.000000,293.595032,39518400
2021-12-23,297.549988,300.589996,294.309998,296.399994,295.991760,34302200
2021-12-27,296.600006,310.869995,296.399994,309.450012,309.023804,40368600
2021-12-28,313.119995,313.299988,300.119995,303.220001,302.802399,42059100
2021-12-29,302.730011,305.480011,293.660004,300.010010,299.596802,34313900
2021-12-30,298.269989,304.570007,295.399994,295.859985,295.452484,30886400
2021-12-31,296.739990,300.299988,293.309998,294.109985,293.704895,26653000
2022-01-03,298.149994,307.109985,297.850006,301.209991,300.795135,39154700
2022-01-04,302.769989,304.679993,283.489990,292.899994,292.496582,52715400
2022-01-05,289.489990,294.160004,275.329987,276.040009,275.659821,49806400
2022-01-06,276.399994,284.380005,270.649994,281.779999,281.391937,45418600
2022-01-07,281.410004,284.220001,270.570007,272.470001,272.094696,40993900
2022-01-10,265.809998,274.690002,256.440002,274.000000,273.622589,59468100
2022-01-11,273.230011,280.649994,268.390015,278.170013,277.786896,40408900
2022-01-12,280.670013,285.950012,276.079987,279.989990,279.604370,38341300
2022-01-13,283.790009,284.799988,264.980011,265.750000,265.384003,54017100
2022-01-14,263.000000,271.970001,262.100006,269.420013,269.048981,39583200
2022-01-18,262.600006,266.380005,257.700012,259.029999,258.673248,42427000
2022-01-19,260.790009,265.429993,250.520004,250.669998,250.324753,48831500
2022-01-20,253.039993,255.789993,240.779999,241.500000,241.167374,43518100
2022-01-21,235.070007,248.229996,232.630005,233.740005,233.418076,71895800
2022-01-24,223.300003,233.800003,208.880005,233.720001,233.398102,91398200
2022-01-25,225.460007,229.429993,220.000000,223.240005,222.932526,66461600
2022-01-26,232.399994,240.570007,223.000000,227.720001,227.406357,75595900
2022-01-27,235.679993,239.949997,216.750000,219.440002,219.137787,57335300
2022-01-28,220.119995,228.580002,212.960007,228.399994,228.085434,54377400
2022-01-31,231.820007,245.089996,230.520004,244.860001,244.522766,56468000
2022-02-01,251.039993,251.449997,238.899994,246.380005,246.040665,51892500
2022-02-02,257.940002,258.170013,245.529999,252.419998,252.072327,54341900
2022-02-03,244.580002,250.770004,237.800003,239.479996,239.150162,41017800
2022-02-04,239.720001,246.350006,236.320007,243.190002,242.855057,35482900
2022-02-07,243.720001,251.820007,242.020004,247.279999,246.939423,37686800
2022-02-08,243.589996,252.300003,239.800003,251.080002,250.734192,41035900
2022-02-09,256.220001,267.250000,253.529999,267.049988,266.682190,52428200
2022-02-10,259.950012,269.250000,256.000000,258.239990,257.884308,51320000
2022-02-11,259.160004,261.519989,237.729996,239.490005,239.160156,60547200
